,__run_id,__done,generation,model_size,task,run,rep,duration_ms,cpu_joules,gpu_joules,energy_consumption_total_joules,response_length_sum_characters,response_token_count,accuracy
649,run_18_repetition_26,DONE,3.2,1B,BoolQ,18,26,50620.0,3018.7589721679688,16372.047772167958,19390.806744335925,69878.0,14644.0,0.9333333333333333
650,run_11_repetition_2,DONE,3.0,8B,WSC,11,2,126836.0,6666.601501464873,44695.76370146484,51362.365202929715,30766.0,7419.0,0.8414285714285714
651,run_24_repetition_18,DONE,3.2,3B,BoolQ,24,18,90843.0,5013.531311035156,31076.61031103516,36090.14162207032,53985.0,11507.0,1.0
652,run_22_repetition_10,DONE,3.2,1B,WiC,22,10,42812.0,2576.424255371123,13678.545455371128,16254.96971074225,56289.0,12666.0,1.0
653,run_16_repetition_14,DONE,3.1,8B,WiC,16,14,246887.0,13202.205749511719,86679.51214951162,99881.71789902334,63916.0,14562.0,1.0
654,run_23_repetition_10,DONE,3.2,1B,WSC,23,10,26809.0,1530.5226440429688,8548.81884404297,10079.341488085938,30896.0,7583.0,0.8357142857142857
655,run_9_repetition_29,DONE,3.0,8B,RTE,9,29,198683.0,10518.53125,70302.83085000006,80821.36210000006,58692.0,11756.0,1.0
656,run_25_repetition_26,DONE,3.2,3B,CB,25,26,111658.0,5999.070251464842,38204.76845146485,44203.838702929694,69188.0,14062.0,1.0
657,run_24_repetition_14,DONE,3.2,3B,BoolQ,24,14,91857.0,4925.265563964844,31320.74016396481,36246.00572792965,53985.0,11507.0,0.9714285714285715
658,run_14_repetition_15,DONE,3.1,8B,COPA,14,15,210671.0,11156.916137695309,74293.12073769532,85450.03687539064,59483.0,12455.0,1.0
659,run_16_repetition_6,DONE,3.1,8B,WiC,16,6,246688.0,13255.23681640625,87900.23121640622,101155.46803281247,63916.0,14562.0,1.0
660,run_12_repetition_9,DONE,3.1,8B,BoolQ,12,9,137858.0,7314.5098876953125,49267.05128769528,56581.56117539059,37425.0,8089.0,0.95
661,run_10_repetition_7,DONE,3.0,8B,WiC,10,7,250897.0,13903.741943359375,90592.33154335938,104496.07348671876,63663.0,14810.0,0.9777777777777779
662,run_29_repetition_25,DONE,3.2,3B,WSC,29,25,65824.0,3605.1235961914062,22507.61159619141,26112.735192382817,33909.0,8275.0,0.85
663,run_25_repetition_19,DONE,3.2,3B,CB,25,19,111842.0,6155.499450683579,38021.01945068361,44176.51890136719,69188.0,14062.0,1.0
664,run_22_repetition_19,DONE,3.2,1B,WiC,22,19,43824.0,2522.2130737304833,13792.804073730491,16315.017147460974,56289.0,12666.0,0.9428571428571428
665,run_14_repetition_26,DONE,3.1,8B,COPA,14,26,211896.0,11206.405151367173,74769.69815136709,85976.10330273426,59483.0,12455.0,1.0
666,run_6_repetition_23,DONE,3.0,8B,BoolQ,6,23,120857.0,6557.538146972656,43175.21854697269,49732.756693945346,33226.0,7085.0,1.0
667,run_8_repetition_19,DONE,3.0,8B,COPA,8,19,198892.0,10741.851440429673,70377.7090404296,81119.56048085928,55441.0,11806.0,0.8647619047619048
668,run_23_repetition_27,DONE,3.2,1B,WSC,23,27,26811.0,1576.9491577148438,8564.959557714845,10141.908715429689,30896.0,7583.0,0.8033333333333333
669,run_2_repetition_10,DONE,2.0,7B,COPA,2,10,191664.0,10291.73486328125,68963.18366328138,79254.91852656263,53692.0,12554.0,1.0
670,run_14_repetition_9,DONE,3.1,8B,COPA,14,9,210895.0,11339.099670410156,75661.98087041012,87001.08054082027,59483.0,12455.0,1.0
671,run_0_repetition_0,DONE,2.0,7B,BoolQ,0,0,211904.0,11462.736267089844,76342.64986708986,87805.3861341797,57714.0,13756.0,0.9
672,run_13_repetition_1,DONE,3.1,8B,CB,13,1,160865.0,8652.516479492217,57365.39347949225,66017.90995898447,46101.0,9343.0,1.0
673,run_19_repetition_12,DONE,3.2,1B,CB,19,12,50818.0,3061.985534667998,16363.197134667998,19425.182669335998,73440.0,14801.0,0.8099999999999999
674,run_12_repetition_12,DONE,3.1,8B,BoolQ,12,12,137842.0,7345.897399902373,49414.173799902295,56760.07119980467,37425.0,8089.0,0.95
675,run_6_repetition_1,DONE,3.0,8B,BoolQ,6,1,120844.0,6460.28271484375,43174.33911484382,49634.62182968757,33226.0,7085.0,0.9492063492063492
676,run_24_repetition_25,DONE,3.2,3B,BoolQ,24,25,91639.0,5130.016662597656,31539.42906259763,36669.445725195284,53985.0,11507.0,0.9666666666666668
677,run_12_repetition_1,DONE,3.1,8B,BoolQ,12,1,137869.0,7319.697570800781,48862.94057080077,56182.63814160155,37425.0,8089.0,0.9333333333333333
678,run_14_repetition_11,DONE,3.1,8B,COPA,14,11,211694.0,11417.169921875,75400.50252187517,86817.67244375017,59483.0,12455.0,0.96
679,run_0_repetition_9,DONE,2.0,7B,BoolQ,0,9,211895.0,11562.747253417969,76443.47705341798,88006.22430683595,57714.0,13756.0,0.9
680,run_10_repetition_25,DONE,3.0,8B,WiC,10,25,250889.0,13523.48095703122,89351.2939570313,102874.77491406252,63663.0,14810.0,0.9527777777777778
681,run_20_repetition_0,DONE,3.2,1B,COPA,20,0,38816.0,2332.302001953125,12502.257201953133,14834.559203906258,53955.0,11304.0,0.58
682,run_28_repetition_18,DONE,3.2,3B,WiC,28,18,93838.0,5151.872741699221,31943.7971416992,37095.66988339842,51782.0,11831.0,1.0
683,run_1_repetition_13,DONE,2.0,7B,CB,1,13,210880.0,11457.162353515629,76010.49555351566,87467.65790703129,61276.0,13678.0,0.9464285714285715
684,run_1_repetition_20,DONE,2.0,7B,CB,1,20,210882.0,11378.6171875,75972.62418750007,87351.24137500007,61276.0,13678.0,0.9333333333333332
685,run_17_repetition_24,DONE,3.1,8B,WSC,17,24,121645.0,6500.297790527344,43179.86339052734,49680.16118105468,29189.0,7126.0,0.9
686,run_29_repetition_28,DONE,3.2,3B,WSC,29,28,66634.0,3636.13708496093,22708.947884960948,26345.084969921878,33909.0,8275.0,0.8011904761904762
687,run_12_repetition_16,DONE,3.1,8B,BoolQ,12,16,137859.0,7371.260986328125,49236.16478632812,56607.42577265624,37425.0,8089.0,1.0
688,run_14_repetition_22,DONE,3.1,8B,COPA,14,22,210883.0,11386.546813964844,75648.34181396483,87034.88862792967,59483.0,12455.0,0.9714285714285715
689,run_16_repetition_16,DONE,3.1,8B,WiC,16,16,246694.0,13445.857604980469,88857.92060498039,102303.77820996086,63916.0,14562.0,1.0
690,run_4_repetition_18,DONE,2.0,7B,WiC,4,18,201890.0,11135.870727539062,73228.23132753909,84364.10205507815,53640.0,13138.0,1.0
691,run_17_repetition_10,DONE,3.1,8B,WSC,17,10,122842.0,6509.770141601548,43575.16974160153,50084.93988320308,29189.0,7126.0,0.85
692,run_22_repetition_27,DONE,3.2,1B,WiC,22,27,43821.0,2552.0958862304833,13896.67508623048,16448.770972460963,56289.0,12666.0,1.0
693,run_12_repetition_8,DONE,3.1,8B,BoolQ,12,8,137673.0,7236.517578125,48822.56097812493,56059.07855624993,37425.0,8089.0,0.96
694,run_28_repetition_23,DONE,3.2,3B,WiC,28,23,93636.0,5154.613586425781,31779.26578642577,36933.87937285155,51782.0,11831.0,1.0
695,run_15_repetition_15,DONE,3.1,8B,RTE,15,15,156882.0,8494.679931640625,56041.1207316406,64535.800663281225,46036.0,9180.0,1.0
696,run_24_repetition_12,DONE,3.2,3B,BoolQ,24,12,90842.0,4956.824890136719,30761.220690136724,35718.04558027344,53985.0,11507.0,0.8933333333333333
697,run_28_repetition_27,DONE,3.2,3B,WiC,28,27,92839.0,5115.029052734375,31777.388652734357,36892.41770546873,51782.0,11831.0,0.8
698,run_23_repetition_3,DONE,3.2,1B,WSC,23,3,26812.0,1495.5259399414062,8398.212339941405,9893.738279882811,30896.0,7583.0,1.0
699,run_15_repetition_4,DONE,3.1,8B,RTE,15,4,156650.0,8303.524047851562,55505.719047851584,63809.24309570315,46036.0,9180.0,1.0
700,run_16_repetition_22,DONE,3.1,8B,WiC,16,22,245685.0,13243.470336914092,87533.37073691406,100776.84107382815,63916.0,14562.0,0.9777777777777779
701,run_19_repetition_9,DONE,3.2,1B,CB,19,9,50626.0,2955.6367797851854,16317.276979785174,19272.913759570358,73440.0,14801.0,0.8444444444444444
702,run_5_repetition_7,DONE,2.0,7B,WSC,5,7,178666.0,9571.524108886748,64251.03310888663,73822.55721777337,45028.0,11578.0,1.0
703,run_11_repetition_10,DONE,3.0,8B,WSC,11,10,125854.0,6784.449401855469,45059.87920185547,51844.328603710936,30766.0,7419.0,1.0
704,run_3_repetition_16,DONE,2.0,7B,RTE,3,16,189873.0,10178.311950683594,68370.3503506836,78548.66230136719,54273.0,12250.0,0.9714285714285715
705,run_0_repetition_21,DONE,2.0,7B,BoolQ,0,21,211884.0,11411.959167480469,76392.06036748049,87804.01953496096,57714.0,13756.0,0.8893181818181819
706,run_4_repetition_15,DONE,2.0,7B,WiC,4,15,201887.0,10907.765869140654,72730.75686914063,83638.52273828129,53640.0,13138.0,1.0
707,run_23_repetition_14,DONE,3.2,1B,WSC,23,14,26809.0,1580.0372314452834,8415.301431445281,9995.338662890565,30896.0,7583.0,0.8533333333333333
708,run_20_repetition_15,DONE,3.2,1B,COPA,20,15,38824.0,2234.4188232421875,12199.8750232422,14434.293846484388,53955.0,11304.0,0.9666666666666668
709,run_26_repetition_15,DONE,3.2,3B,COPA,26,15,91836.0,4892.102966308623,30824.924766308595,35717.02773261722,55301.0,11640.0,0.9111111111111111
710,run_2_repetition_1,DONE,2.0,7B,COPA,2,1,191886.0,10281.452819824219,68989.17521982413,79270.62803964835,53692.0,12554.0,0.9714285714285715
711,run_25_repetition_25,DONE,3.2,3B,CB,25,25,111835.0,6107.790588378906,38284.623188378915,44392.41377675782,69188.0,14062.0,0.96
712,run_20_repetition_12,DONE,3.2,1B,COPA,20,12,38819.0,2297.218505859375,12485.703505859377,14782.922011718752,53955.0,11304.0,0.9
713,run_25_repetition_16,DONE,3.2,3B,CB,25,16,111848.0,6148.948059082031,38345.58145908206,44494.52951816409,69188.0,14062.0,0.975
714,run_14_repetition_10,DONE,3.1,8B,COPA,14,10,210880.0,11344.661315917969,74632.5749159179,85977.23623183586,59483.0,12455.0,1.0
715,run_0_repetition_14,DONE,2.0,7B,BoolQ,0,14,211879.0,11475.872619628906,76378.37241962891,87854.24503925782,57714.0,13756.0,0.9204545454545455
716,run_8_repetition_17,DONE,3.0,8B,COPA,8,17,199878.0,10830.671081542969,71365.48768154297,82196.15876308594,55441.0,11806.0,0.9111111111111111
717,run_10_repetition_20,DONE,3.0,8B,WiC,10,20,250901.0,13491.0986328125,90173.65863281263,103664.75726562513,63663.0,14810.0,0.9550000000000001
718,run_6_repetition_4,DONE,3.0,8B,BoolQ,6,4,120839.0,6563.185119628892,43322.71151962888,49885.89663925777,33226.0,7085.0,0.9714285714285715
719,run_22_repetition_4,DONE,3.2,1B,WiC,22,4,43814.0,2634.4490356445167,13958.127635644512,16592.57667128903,56289.0,12666.0,0.975
720,run_9_repetition_9,DONE,3.0,8B,RTE,9,9,199662.0,10528.749328613281,70575.71092861312,81104.4602572264,58692.0,11756.0,1.0
721,run_8_repetition_28,DONE,3.0,8B,COPA,8,28,198865.0,10625.945922851562,70725.2845228516,81351.23044570316,55441.0,11806.0,0.8733333333333334
722,run_27_repetition_12,DONE,3.2,3B,RTE,27,12,90828.0,4946.796691894531,30549.140291894553,35495.936983789084,57185.0,11415.0,1.0
723,run_7_repetition_23,DONE,3.0,8B,CB,7,23,222691.0,11749.435791015625,78579.30579101562,90328.74158203125,65239.0,13110.0,0.9714285714285715
724,run_6_repetition_20,DONE,3.0,8B,BoolQ,6,20,120844.0,6288.934265136719,43128.011065136685,49416.945330273404,33226.0,7085.0,1.0
725,run_28_repetition_2,DONE,3.2,3B,WiC,28,2,93843.0,4997.5308837890625,31612.91288378906,36610.44376757812,51782.0,11831.0,1.0
726,run_11_repetition_22,DONE,3.0,8B,WSC,11,22,125862.0,6511.5355224609375,44262.56812246093,50774.103644921866,30766.0,7419.0,0.8833333333333332
727,run_28_repetition_7,DONE,3.2,3B,WiC,28,7,93833.0,5085.061706542969,31944.27030654297,37029.332013085936,51782.0,11831.0,1.0
728,run_12_repetition_15,DONE,3.1,8B,BoolQ,12,15,137869.0,7098.630432128877,48559.4128321289,55658.04326425778,37425.0,8089.0,0.9333333333333332
729,run_5_repetition_1,DONE,2.0,7B,WSC,5,1,178658.0,9422.570251464902,64147.88585146497,73570.45610292986,45028.0,11578.0,0.96
730,run_21_repetition_17,DONE,3.2,1B,RTE,21,17,37818.0,2162.8624877929688,12079.015087792972,14241.87757558594,55063.0,10983.0,0.6844444444444445
731,run_13_repetition_16,DONE,3.1,8B,CB,13,16,159879.0,8321.903747558623,55725.083347558706,64046.98709511733,46101.0,9343.0,0.96
732,run_10_repetition_4,DONE,3.0,8B,WiC,10,4,250879.0,13185.765075683623,88316.83307568377,101502.59815136739,63663.0,14810.0,0.9155555555555555
733,run_17_repetition_29,DONE,3.1,8B,WSC,17,29,122839.0,6330.9296875,43028.654687500035,49359.584375000035,29189.0,7126.0,0.8333333333333333
734,run_14_repetition_8,DONE,3.1,8B,COPA,14,8,210900.0,11044.222961425781,74606.24236142573,85650.46532285151,59483.0,12455.0,0.9555555555555555
735,run_1_repetition_28,DONE,2.0,7B,CB,1,28,211670.0,11255.435546874942,75946.95374687485,87202.38929374979,61276.0,13678.0,1.0
736,run_2_repetition_28,DONE,2.0,7B,COPA,2,28,191671.0,10063.27374267578,68617.81774267586,78681.09148535164,53692.0,12554.0,0.8
737,run_8_repetition_15,DONE,3.0,8B,COPA,8,15,199680.0,10396.03076171875,70628.48516171871,81024.51592343746,55441.0,11806.0,0.8822222222222222
738,run_0_repetition_17,DONE,2.0,7B,BoolQ,0,17,211680.0,11045.811767578125,75727.50256757806,86773.31433515619,57714.0,13756.0,0.9636363636363636
739,run_22_repetition_20,DONE,3.2,1B,WiC,22,20,43816.0,2494.3556518554688,13970.858251855474,16465.213903710945,56289.0,12666.0,0.9666666666666668
740,run_10_repetition_6,DONE,3.0,8B,WiC,10,6,250901.0,13265.607666015625,87867.73046601593,101133.33813203155,63663.0,14810.0,0.9777777777777779
741,run_2_repetition_25,DONE,2.0,7B,COPA,2,25,191675.0,10273.2080078125,68799.08300781257,79072.29101562507,53692.0,12554.0,1.0
742,run_15_repetition_10,DONE,3.1,8B,RTE,15,10,156649.0,8177.882080078125,55439.89648007808,63617.77856015621,46036.0,9180.0,0.96
743,run_26_repetition_13,DONE,3.2,3B,COPA,26,13,92829.0,4943.2706298828125,31204.719229882834,36147.98985976564,55301.0,11640.0,1.0
744,run_19_repetition_24,DONE,3.2,1B,CB,19,24,50622.0,2934.0919189453125,16128.566918945311,19062.658837890624,73440.0,14801.0,0.9
745,run_9_repetition_16,DONE,3.0,8B,RTE,9,16,198701.0,10503.192016601562,69926.2790166015,80429.47103320307,58692.0,11756.0,1.0
746,run_22_repetition_7,DONE,3.2,1B,WiC,22,7,42617.0,2477.7360839843604,13562.138883984355,16039.874967968715,56289.0,12666.0,0.975
747,run_27_repetition_21,DONE,3.2,3B,RTE,27,21,90831.0,4825.6279296875,30531.883929687523,35357.51185937502,57185.0,11415.0,1.0
748,run_3_repetition_6,DONE,2.0,7B,RTE,3,6,188890.0,9921.095581054688,67570.2557810547,77491.35136210939,54273.0,12250.0,0.8800000000000001
749,run_9_repetition_12,DONE,3.0,8B,RTE,9,12,198872.0,10341.14086914064,69907.7632691406,80248.90413828124,58692.0,11756.0,0.9633333333333333
750,run_2_repetition_22,DONE,2.0,7B,COPA,2,22,192894.0,10172.584228515625,68997.70862851564,79170.29285703127,53692.0,12554.0,1.0
751,run_7_repetition_1,DONE,3.0,8B,CB,7,1,221694.0,11606.681945800781,79243.0739458007,90849.75589160148,65239.0,13110.0,0.9333333333333332
752,run_0_repetition_19,DONE,2.0,7B,BoolQ,0,19,211681.0,11022.216674804688,76012.00587480458,87034.22254960927,57714.0,13756.0,0.96
753,run_7_repetition_13,DONE,3.0,8B,CB,7,13,222874.0,11788.449340820312,78791.08594082033,90579.53528164064,65239.0,13110.0,0.961111111111111
754,run_2_repetition_24,DONE,2.0,7B,COPA,2,24,191856.0,9935.253601074248,68052.28940107426,77987.54300214851,53692.0,12554.0,1.0
755,run_0_repetition_6,DONE,2.0,7B,BoolQ,0,6,211875.0,11033.18524169919,75718.5774416992,86751.7626833984,57714.0,13756.0,0.9266666666666665
756,run_4_repetition_27,DONE,2.0,7B,WiC,4,27,202884.0,10539.584594726592,72537.52079472659,83077.10538945318,53640.0,13138.0,1.0
757,run_21_repetition_0,DONE,3.2,1B,RTE,21,0,37817.0,2215.2384033203125,11966.369403320316,14181.607806640628,55063.0,10983.0,1.0
758,run_27_repetition_24,DONE,3.2,3B,RTE,27,24,90849.0,4838.4422607421875,30451.677660742174,35290.119921484365,57185.0,11415.0,0.9777777777777779
759,run_10_repetition_3,DONE,3.0,8B,WiC,10,3,250875.0,12975.404846191406,87874.2786461913,100849.68349238271,63663.0,14810.0,0.975
760,run_2_repetition_18,DONE,2.0,7B,COPA,2,18,191669.0,9959.022827148438,68350.63982714852,78309.66265429696,53692.0,12554.0,1.0
761,run_17_repetition_16,DONE,3.1,8B,WSC,17,16,121867.0,6316.489562988281,42980.66796298824,49297.15752597652,29189.0,7126.0,1.0
762,run_1_repetition_27,DONE,2.0,7B,CB,1,27,211870.0,10970.507690429688,75600.86309042969,86571.37078085938,61276.0,13678.0,0.9314285714285713
763,run_21_repetition_29,DONE,3.2,1B,RTE,21,29,37820.0,2158.3787841796875,12066.60578417968,14224.984568359367,55063.0,10983.0,0.9428571428571428
764,run_26_repetition_23,DONE,3.2,3B,COPA,26,23,92849.0,4821.536437988281,30980.619037988323,35802.1554759766,55301.0,11640.0,1.0
765,run_25_repetition_20,DONE,3.2,3B,CB,25,20,111837.0,5802.528137207031,37282.62413720706,43085.15227441409,69188.0,14062.0,0.9777777777777779
766,run_20_repetition_14,DONE,3.2,1B,COPA,20,14,38818.0,2173.3596801757812,12136.205880175785,14309.565560351566,53955.0,11304.0,0.8
767,run_18_repetition_28,DONE,3.2,1B,BoolQ,18,28,50823.0,2929.985046386726,15976.632846386723,18906.61789277345,69878.0,14644.0,0.888888888888889
768,run_0_repetition_20,DONE,2.0,7B,BoolQ,0,20,211879.0,10859.889587402351,75361.6369874024,86221.52657480474,57714.0,13756.0,0.9538461538461538
769,run_23_repetition_11,DONE,3.2,1B,WSC,23,11,26807.0,1476.2243041992188,8429.105304199216,9905.329608398435,30896.0,7583.0,0.9333333333333332
770,run_11_repetition_18,DONE,3.0,8B,WSC,11,18,125660.0,6419.10107421875,43704.04547421879,50123.14654843754,30766.0,7419.0,0.9714285714285715
771,run_11_repetition_19,DONE,3.0,8B,WSC,11,19,126647.0,6503.969421386719,43805.472821386735,50309.44224277345,30766.0,7419.0,0.86
772,run_26_repetition_6,DONE,3.2,3B,COPA,26,6,91630.0,4866.4718017578125,31060.643601757813,35927.11540351562,55301.0,11640.0,0.95
773,run_5_repetition_4,DONE,2.0,7B,WSC,5,4,178688.0,9181.872131347627,63234.844131347665,72416.71626269529,45028.0,11578.0,0.9199999999999999
774,run_29_repetition_29,DONE,3.2,3B,WSC,29,29,65830.0,3496.534179687471,22094.098379687453,25590.632559374924,33909.0,8275.0,1.0
775,run_23_repetition_22,DONE,3.2,1B,WSC,23,22,26811.0,1468.8218994140334,8283.069899414031,9751.891798828065,30896.0,7583.0,0.7833333333333333
776,run_26_repetition_8,DONE,3.2,3B,COPA,26,8,91832.0,4783.9093017578125,30686.418901757814,35470.32820351563,55301.0,11640.0,0.9095959595959595
777,run_28_repetition_15,DONE,3.2,3B,WiC,28,15,93831.0,4796.460144042983,31519.34634404299,36315.806488085975,51782.0,11831.0,1.0
778,run_12_repetition_18,DONE,3.1,8B,BoolQ,12,18,138838.0,7157.8253173828125,49189.97771738286,56347.803034765675,37425.0,8089.0,0.9692307692307693
779,run_9_repetition_27,DONE,3.0,8B,RTE,9,27,198859.0,10371.836242675781,70025.56784267575,80397.40408535153,58692.0,11756.0,0.9133333333333333
780,run_2_repetition_26,DONE,2.0,7B,COPA,2,26,191675.0,9952.836730957031,68409.27273095708,78362.10946191411,53692.0,12554.0,1.0
781,run_27_repetition_15,DONE,3.2,3B,RTE,27,15,90837.0,4746.243408203125,30736.86500820313,35483.108416406256,57185.0,11415.0,1.0
782,run_23_repetition_17,DONE,3.2,1B,WSC,23,17,26814.0,1507.1493530273438,8311.354953027347,9818.50430605469,30896.0,7583.0,0.7647619047619048
783,run_12_repetition_5,DONE,3.1,8B,BoolQ,12,5,137859.0,7117.2838134765625,48024.282613476535,55141.5664269531,37425.0,8089.0,0.9214285714285715
784,run_6_repetition_14,DONE,3.0,8B,BoolQ,6,14,121649.0,6417.652282714844,43180.95728271485,49598.609565429695,33226.0,7085.0,1.0
785,run_5_repetition_5,DONE,2.0,7B,WSC,5,5,178670.0,9462.955932617217,63970.16653261727,73433.12246523448,45028.0,11578.0,0.9666666666666668
786,run_4_repetition_17,DONE,2.0,7B,WiC,4,17,201896.0,10596.845458984375,72293.88785898426,82890.73331796864,53640.0,13138.0,1.0
787,run_25_repetition_0,DONE,3.2,3B,CB,25,0,111835.0,5862.976806640625,37650.06280664061,43513.03961328124,69188.0,14062.0,1.0
788,run_29_repetition_9,DONE,3.2,3B,WSC,29,9,66822.0,3589.7137451171584,22332.68834511713,25922.40209023429,33909.0,8275.0,0.8333333333333334
789,run_15_repetition_8,DONE,3.1,8B,RTE,15,8,156649.0,7973.603088378935,55039.76068837895,63013.363776757884,46036.0,9180.0,0.9666666666666668
790,run_26_repetition_18,DONE,3.2,3B,COPA,26,18,91634.0,4998.540039062529,30952.997039062506,35951.53707812504,55301.0,11640.0,1.0
791,run_23_repetition_25,DONE,3.2,1B,WSC,23,25,26811.0,1485.8026733398146,8339.623873339815,9825.42654667963,30896.0,7583.0,0.8099999999999999
792,run_20_repetition_1,DONE,3.2,1B,COPA,20,1,38822.0,2172.1676025390625,12091.495402539063,14263.663005078126,53955.0,11304.0,0.7666666666666667
793,run_0_repetition_24,DONE,2.0,7B,BoolQ,0,24,211694.0,10777.88885498044,75290.54465498048,86068.43350996092,57714.0,13756.0,0.95
794,run_29_repetition_13,DONE,3.2,3B,WSC,29,13,65819.0,3495.647766113252,22088.549766113243,25584.197532226495,33909.0,8275.0,0.9714285714285715
795,run_4_repetition_1,DONE,2.0,7B,WiC,4,1,201877.0,10428.545959472658,71624.94615947269,82053.49211894535,53640.0,13138.0,1.0
796,run_22_repetition_15,DONE,3.2,1B,WiC,22,15,43816.0,2472.5128173828125,13751.069617382807,16223.58243476562,56289.0,12666.0,1.0
797,run_28_repetition_20,DONE,3.2,3B,WiC,28,20,92838.0,4646.6439208984375,30807.029520898443,35453.673441796884,51782.0,11831.0,1.0
798,run_17_repetition_15,DONE,3.1,8B,WSC,17,15,122839.0,6226.848937988281,42880.19313798831,49107.04207597659,29189.0,7126.0,0.8333333333333333
799,run_24_repetition_10,DONE,3.2,3B,BoolQ,24,10,91846.0,4751.117248535156,30610.21584853512,35361.33309707028,53985.0,11507.0,1.0
800,run_28_repetition_0,DONE,3.2,3B,WiC,28,0,93825.0,4914.925598144524,31689.011198144533,36603.936796289054,51782.0,11831.0,1.0
801,run_28_repetition_13,DONE,3.2,3B,WiC,28,13,92627.0,4997.816650390632,31390.576450390618,36388.39310078125,51782.0,11831.0,1.0
802,run_10_repetition_2,DONE,3.0,8B,WiC,10,2,250687.0,12954.274658203125,87122.24025820306,100076.51491640619,63663.0,14810.0,0.9555555555555555
803,run_29_repetition_7,DONE,3.2,3B,WSC,29,7,66821.0,3495.7315673828125,22353.237967382836,25848.96953476565,33909.0,8275.0,0.6
804,run_28_repetition_17,DONE,3.2,3B,WiC,28,17,92829.0,5023.2139892578125,31316.63958925779,36339.8535785156,51782.0,11831.0,1.0
805,run_20_repetition_17,DONE,3.2,1B,COPA,20,17,38813.0,2166.665283203125,12107.287683203125,14273.95296640625,53955.0,11304.0,0.75
806,run_18_repetition_4,DONE,3.2,1B,BoolQ,18,4,49816.0,2836.4577026367188,15699.76930263672,18536.22700527344,69878.0,14644.0,0.8857142857142858
807,run_26_repetition_19,DONE,3.2,3B,COPA,26,19,91834.0,4904.882507324204,30773.22790732421,35678.110414648414,55301.0,11640.0,1.0
808,run_18_repetition_12,DONE,3.2,1B,BoolQ,18,12,49819.0,2856.559692382827,15728.47769238284,18585.037384765667,69878.0,14644.0,1.0
809,run_9_repetition_5,DONE,3.0,8B,RTE,9,5,199678.0,10468.077453613281,70287.64225361338,80755.71970722666,58692.0,11756.0,0.96
810,run_6_repetition_19,DONE,3.0,8B,BoolQ,6,19,120858.0,6262.5047607421875,42658.96476074224,48921.469521484425,33226.0,7085.0,0.9666666666666668
811,run_15_repetition_26,DONE,3.1,8B,RTE,15,26,156856.0,8228.794799804673,55600.42279980468,63829.21759960935,46036.0,9180.0,1.0
812,run_22_repetition_1,DONE,3.2,1B,WiC,22,1,42813.0,2513.8358154296875,13567.972015429697,16081.807830859385,56289.0,12666.0,1.0
813,run_24_repetition_7,DONE,3.2,3B,BoolQ,24,7,91842.0,4800.33282470706,30775.221424707,35575.55424941406,53985.0,11507.0,0.9047619047619048
814,run_23_repetition_19,DONE,3.2,1B,WSC,23,19,26809.0,1547.9698486328125,8355.086448632812,9903.056297265624,30896.0,7583.0,0.7833333333333333
815,run_4_repetition_24,DONE,2.0,7B,WiC,4,24,201887.0,10380.246337890625,71865.63973789074,82245.88607578137,53640.0,13138.0,1.0
816,run_7_repetition_10,DONE,3.0,8B,CB,7,10,222894.0,11700.318298339844,79650.62549833996,91350.9437966798,65239.0,13110.0,0.9333333333333332
817,run_3_repetition_24,DONE,2.0,7B,RTE,3,24,188866.0,9872.17529296878,67684.7692929687,77556.94458593748,54273.0,12250.0,1.0
818,run_26_repetition_4,DONE,3.2,3B,COPA,26,4,92851.0,4871.271911621065,31186.274111621096,36057.54602324216,55301.0,11640.0,0.95
819,run_1_repetition_14,DONE,2.0,7B,CB,1,14,210870.0,11021.542419433594,75551.30081943354,86572.84323886714,61276.0,13678.0,1.0
820,run_19_repetition_16,DONE,3.2,1B,CB,19,16,50830.0,2970.1883544921875,16223.955554492191,19194.143908984377,73440.0,14801.0,0.9083333333333332
821,run_14_repetition_12,DONE,3.1,8B,COPA,14,12,210694.0,11093.439392089902,74144.82579208992,85238.26518417982,59483.0,12455.0,1.0
822,run_14_repetition_21,DONE,3.1,8B,COPA,14,21,211889.0,11112.161987304688,75100.80318730463,86212.96517460931,59483.0,12455.0,0.975
823,run_6_repetition_22,DONE,3.0,8B,BoolQ,6,22,120839.0,6444.187377929717,42856.1775779297,49300.36495585942,33226.0,7085.0,1.0
824,run_6_repetition_13,DONE,3.0,8B,BoolQ,6,13,121842.0,6392.963806152344,43641.41500615233,50034.378812304676,33226.0,7085.0,1.0
825,run_20_repetition_26,DONE,3.2,1B,COPA,20,26,38813.0,2213.8814086914354,12288.754408691433,14502.635817382868,53955.0,11304.0,0.8
826,run_6_repetition_17,DONE,3.0,8B,BoolQ,6,17,120839.0,6320.839355468808,42811.18115546879,49132.0205109376,33226.0,7085.0,0.95
827,run_29_repetition_10,DONE,3.2,3B,WSC,29,10,66823.0,3581.6404418945317,22438.391641894512,26020.032083789043,33909.0,8275.0,0.745
828,run_20_repetition_25,DONE,3.2,1B,COPA,20,25,38815.0,2154.84814453125,12183.239944531257,14338.088089062507,53955.0,11304.0,0.5333333333333333
829,run_6_repetition_29,DONE,3.0,8B,BoolQ,6,29,121648.0,6371.9149169921875,42314.030716992216,48685.945633984404,33226.0,7085.0,0.95
