__run_id,__done,generation,model_size,task,energy
run_14_repetition_17,DONE,3.1,8B,COPA,250077.04199218753
run_16_repetition_12,DONE,3.1,8B,WiC,13790.062683105469
run_29_repetition_24,DONE,3.2,3B,WSC,4321.8316650390625
run_4_repetition_2,DONE,2,7B,WiC,11571.910766601562
run_13_repetition_20,DONE,3.1,8B,CB,9233.912231445312
run_22_repetition_8,DONE,3.2,1B,WiC,3188.6156005859375
run_9_repetition_14,DONE,3,8B,RTE,11326.013977050781
run_7_repetition_11,DONE,3,8B,CB,12526.322937011719
run_14_repetition_7,DONE,3.1,8B,COPA,11841.398681640625
run_20_repetition_2,DONE,3.2,1B,COPA,2751.1287231445312
run_6_repetition_8,DONE,3,8B,BoolQ,7199.5684814453125
run_19_repetition_29,DONE,3.2,1B,CB,3554.9915161132812
run_8_repetition_5,DONE,3,8B,COPA,11292.625122070312
run_16_repetition_19,DONE,3.1,8B,WiC,13915.314147949219
run_6_repetition_21,DONE,3,8B,BoolQ,7223.402648925781
run_13_repetition_12,DONE,3.1,8B,CB,9187.9150390625
run_25_repetition_3,DONE,3.2,3B,CB,6643.2513427734375
run_19_repetition_8,DONE,3.2,1B,CB,3432.56005859375
run_28_repetition_21,DONE,3.2,3B,WiC,5534.8963623046875
run_3_repetition_28,DONE,2,7B,RTE,10611.907958984375
run_29_repetition_12,DONE,3.2,3B,WSC,4302.8211669921875
run_29_repetition_19,DONE,3.2,3B,WSC,4130.4351806640625
run_8_repetition_25,DONE,3,8B,COPA,11264.05224609375
run_10_repetition_8,DONE,3,8B,WiC,14093.70263671875
run_29_repetition_5,DONE,3.2,3B,WSC,4259.8175048828125
run_15_repetition_23,DONE,3.1,8B,RTE,8931.920776367188
run_7_repetition_20,DONE,3,8B,CB,12738.036010742188
run_19_repetition_28,DONE,3.2,1B,CB,3538.7056274414062
run_11_repetition_25,DONE,3,8B,WSC,254616.03369140625
run_26_repetition_7,DONE,3.2,3B,COPA,5679.8870849609375
run_17_repetition_26,DONE,3.1,8B,WSC,7195.098876953125
run_16_repetition_7,DONE,3.1,8B,WiC,14041.516052246094
run_18_repetition_25,DONE,3.2,1B,BoolQ,3454.4183349609375
run_26_repetition_9,DONE,3.2,3B,COPA,5602.091369628906
run_22_repetition_25,DONE,3.2,1B,WiC,3005.3997192382812
run_14_repetition_5,DONE,3.1,8B,COPA,11930.271728515625
run_8_repetition_10,DONE,3,8B,COPA,11520.151489257812
run_22_repetition_21,DONE,3.2,1B,WiC,3183.1087646484375
run_17_repetition_22,DONE,3.1,8B,WSC,7334.39404296875
run_18_repetition_21,DONE,3.2,1B,BoolQ,3540.262451171875
run_11_repetition_20,DONE,3,8B,WSC,7398.7335205078125
run_23_repetition_13,DONE,3.2,1B,WSC,1999.6913452148438
run_15_repetition_21,DONE,3.1,8B,RTE,9116.609069824219
run_9_repetition_25,DONE,3,8B,RTE,11296.52001953125
run_12_repetition_22,DONE,3.1,8B,BoolQ,8202.937377929688
run_8_repetition_0,DONE,3,8B,COPA,11569.119934082031
