run,repetition,__done,generation,model_size,task,tokens,duration_ms,time(s),energy,accuracy
25,18,DONE,3.2,3B,CB,14123,111843,"111,84",43251.90528925778,0.975
9,4,DONE,3.0,8B,RTE,11756,198877,"198,88",80569.29129707029,0.9818181818181818
28,9,DONE,3.2,3B,WiC,12220,96639,"96,64",38380.25787480466,0.9714285714285715
10,11,DONE,3.0,8B,WiC,14810,249912,"249,91",101551.78628984372,0.9714285714285715
3,8,DONE,2.0,7B,RTE,12250,188664,"188,66",78193.31421113276,0.8511111111111112
12,28,DONE,3.1,8B,BoolQ,8089,137852,"137,85",56580.57256015629,0.9333333333333332
9,22,DONE,3.0,8B,RTE,11756,198880,"198,88",81749.2302535156,0.8857142857142858
27,16,DONE,3.2,3B,RTE,11274,89831,"89,83",35674.0471746093,0.9
24,19,DONE,3.2,3B,BoolQ,11957,94852,"94,85",37332.54585273438,1.0
5,18,DONE,2.0,7B,WSC,11578,178861,"178,86",73825.95609941415,0.96
6,28,DONE,3.0,8B,BoolQ,7085,120835,"120,84",49597.79185546877,1.0
29,18,DONE,3.2,3B,WSC,8355,66629,"66,63",26046.93197968749,0.8533333333333333
18,8,DONE,3.2,1B,BoolQ,12792,43820,"43,82",16212.206606250003,1.0
20,10,DONE,3.2,1B,COPA,12531,43816,"43,82",16494.27282910157,0.8400000000000001
7,9,DONE,3.0,8B,CB,13110,221874,"221,87",90495.08556718745,0.96
22,29,DONE,3.2,1B,WiC,12330,41813,"41,81",16110.125801367203,1.0
2,5,DONE,2.0,7B,COPA,12554,191894,"191,89",79611.25922558588,1.0
5,10,DONE,2.0,7B,WSC,11578,178895,"178,90",74477.90244472655,0.9666666666666666
25,15,DONE,3.2,3B,CB,14123,111836,"111,84",44362.87283203123,0.9555555555555555
2,4,DONE,2.0,7B,COPA,12554,191861,"191,86",79225.58852988287,1.0
7,6,DONE,3.0,8B,CB,13110,222682,"222,68",91423.8763978516,0.9199999999999999
17,6,DONE,3.1,8B,WSC,7126,121840,"121,84",49714.80353164067,0.95
16,2,DONE,3.1,8B,WiC,14562,245700,"245,70",101307.17918261712,1.0
1,19,DONE,2.0,7B,CB,13678,211869,"211,87",87874.69917343756,1.0
16,13,DONE,3.1,8B,WiC,14562,245904,"245,90",101020.32554902336,1.0
23,8,DONE,3.2,1B,WSC,7815,26810,"26,81",10091.812437304685,0.7533333333333333
25,2,DONE,3.2,3B,CB,14123,112841,"112,84",44438.16490039062,0.9555555555555555
7,19,DONE,3.0,8B,CB,13110,221890,"221,89",90966.55998027357,0.7955555555555556
22,6,DONE,3.2,1B,WiC,12330,41812,"41,81",15978.149436132811,1.0
23,5,DONE,3.2,1B,WSC,7815,27809,"27,81",10131.304249414115,0.95
4,12,DONE,2.0,7B,WiC,13138,202894,"202,89",84250.8895714845,1.0
2,16,DONE,2.0,7B,COPA,12554,191678,"191,68",79381.14163847662,1.0
18,18,DONE,3.2,1B,BoolQ,12792,43823,"43,82",16731.54325957031,0.9028571428571428
15,5,DONE,3.1,8B,RTE,9180,156857,"156,86",63978.25482617178,0.9428571428571428
27,20,DONE,3.2,3B,RTE,11274,88831,"88,83",35368.56613554687,1.0
8,8,DONE,3.0,8B,COPA,11806,199888,"199,89",81542.97231503899,0.9349999999999999
0,23,DONE,2.0,7B,BoolQ,13756,211686,"211,69",87842.19399355464,1.0
13,9,DONE,3.1,8B,CB,9343,159674,"159,67",65439.77367773435,1.0
24,28,DONE,3.2,3B,BoolQ,11957,94843,"94,84",37540.09507246096,1.0
16,21,DONE,3.1,8B,WiC,14562,246880,"246,88",101357.91156640631,1.0
23,26,DONE,3.2,1B,WSC,7815,26807,"26,81",10144.61665976564,0.9111111111111111
11,16,DONE,3.0,8B,WSC,7419,126656,"126,66",51317.68380000004,0.8670634920634921
5,19,DONE,2.0,7B,WSC,11578,177890,"177,89",73906.11725820304,0.8333333333333333
23,20,DONE,3.2,1B,WSC,7815,27816,"27,82",10262.334123046869,0.9099999999999999
17,4,DONE,3.1,8B,WSC,7126,121842,"121,84",49921.95294570312,0.8400000000000001
11,1,DONE,3.0,8B,WSC,7419,126654,"126,65",51023.96158476561,0.8833333333333334
14,20,DONE,3.1,8B,COPA,12455,210687,"210,69",85886.30084570326,0.9333333333333332
27,13,DONE,3.2,3B,RTE,11274,89838,"89,84",35091.85505859372,1.0
11,27,DONE,3.0,8B,WSC,7419,125851,"125,85",51076.74845117191,0.9266666666666667
11,0,DONE,3.0,8B,WSC,7419,126870,"126,87",51793.81913808593,1.0
1,7,DONE,2.0,7B,CB,13678,211868,"211,87",87686.87582167977,1.0
3,23,DONE,2.0,7B,RTE,12250,188890,"188,89",78088.40070000014,0.9714285714285715
17,17,DONE,3.1,8B,WSC,7126,122855,"122,86",50300.54835449219,0.8333333333333333
27,28,DONE,3.2,3B,RTE,11274,88838,"88,84",34962.38020507812,1.0
17,28,DONE,3.1,8B,WSC,7126,122644,"122,64",50324.28564589841,0.8133333333333332
14,3,DONE,3.1,8B,COPA,12455,210686,"210,69",86377.47930898432,1.0
14,0,DONE,3.1,8B,COPA,12455,210668,"210,67",86365.39171992177,1.0
7,8,DONE,3.0,8B,CB,13110,222701,"222,70",91640.2772082032,0.8583333333333332
10,21,DONE,3.0,8B,WiC,14810,250688,"250,69",102948.39444472668,0.9777777777777779
3,14,DONE,2.0,7B,RTE,12250,188855,"188,86",78233.93411152346,0.925
14,14,DONE,3.1,8B,COPA,12455,210671,"210,67",86627.14318300784,0.9199999999999999
13,24,DONE,3.1,8B,CB,9343,160662,"160,66",65886.5134703125,0.9333333333333332
12,17,DONE,3.1,8B,BoolQ,8089,137673,"137,67",56497.38634921879,0.9
3,12,DONE,2.0,7B,RTE,12250,188864,"188,86",78082.78885312486,1.0
7,3,DONE,3.0,8B,CB,13110,222882,"222,88",91547.38018769538,1.0
15,18,DONE,3.1,8B,RTE,9180,156850,"156,85",64265.41384824217,1.0
20,6,DONE,3.2,1B,COPA,12531,42814,"42,81",16332.70480859377,0.9199999999999999
3,18,DONE,2.0,7B,RTE,12250,188689,"188,69",77920.0676371094,0.95
15,11,DONE,3.1,8B,RTE,9180,156658,"156,66",64353.48071191409,0.9199999999999999
4,13,DONE,2.0,7B,WiC,13138,201880,"201,88",83904.49919570316,1.0
9,6,DONE,3.0,8B,RTE,11756,198869,"198,87",81437.94700390626,0.9714285714285715
5,9,DONE,2.0,7B,WSC,11578,178857,"178,86",73577.59485937488,0.9095238095238095
19,22,DONE,3.2,1B,CB,15051,51820,"51,82",19798.74653945311,0.888888888888889
13,7,DONE,3.1,8B,CB,9343,159653,"159,65",64878.447034960984,0.9555555555555555
24,24,DONE,3.2,3B,BoolQ,11957,94838,"94,84",37441.01963710939,1.0
2,27,DONE,2.0,7B,COPA,12554,191863,"191,86",78387.9581101562,1.0
23,6,DONE,3.2,1B,WSC,7815,26812,"26,81",10058.951065820318,0.8833333333333334
14,16,DONE,3.1,8B,COPA,12455,210699,"210,70",85576.99608300776,0.9047619047619048
29,14,DONE,3.2,3B,WSC,8355,66819,"66,82",26302.207898242206,0.9714285714285715
0,7,DONE,2.0,7B,BoolQ,13756,211875,"211,88",87100.47291718738,0.975
7,5,DONE,3.0,8B,CB,13110,222700,"222,70",90921.14115625,0.9158730158730158
6,27,DONE,3.0,8B,BoolQ,7085,120839,"120,84",49683.294889648365,0.9466666666666667
26,29,DONE,3.2,3B,COPA,11384,89636,"89,64",35239.75115898451,1.0
1,21,DONE,2.0,7B,CB,13678,210867,"210,87",87218.89092128904,1.0
20,3,DONE,3.2,1B,COPA,12531,42825,"42,83",16186.340023632803,0.9636363636363636
12,25,DONE,3.1,8B,BoolQ,8089,137656,"137,66",56151.667000781265,0.95
15,29,DONE,3.1,8B,RTE,9180,156867,"156,87",64043.77695742193,0.9714285714285715
3,27,DONE,2.0,7B,RTE,12250,188877,"188,88",78059.75422753899,1.0
3,5,DONE,2.0,7B,RTE,12250,188878,"188,88",78310.34284414072,0.9199999999999999
23,2,DONE,3.2,1B,WSC,7815,27809,"27,81",10433.36640996094,0.9
26,24,DONE,3.2,3B,COPA,11384,89839,"89,84",35111.35888515628,1.0
15,12,DONE,3.1,8B,RTE,9180,156667,"156,67",64116.515726953156,1.0
13,21,DONE,3.1,8B,CB,9343,159869,"159,87",65235.42030898434,0.9333333333333332
19,3,DONE,3.2,1B,CB,15051,51823,"51,82",19357.568220898433,1.0
11,29,DONE,3.0,8B,WSC,7419,126856,"126,86",51286.47572285159,0.9714285714285715
26,10,DONE,3.2,3B,COPA,11384,89635,"89,64",35269.10234648439,1.0
29,20,DONE,3.2,3B,WSC,8355,66818,"66,82",25908.220935351575,0.8800000000000001
14,28,DONE,3.1,8B,COPA,12455,210694,"210,69",85608.11868945308,1.0
22,3,DONE,3.2,1B,WiC,12330,42821,"42,82",16159.785894531253,1.0
8,12,DONE,3.0,8B,COPA,11806,198669,"198,67",80617.34486718757,0.9151515151515153
18,5,DONE,3.2,1B,BoolQ,12792,43822,"43,82",16904.270030664084,1.0
13,22,DONE,3.1,8B,CB,9343,159873,"159,87",64951.9482451172,1.0
9,13,DONE,3.0,8B,RTE,11756,198883,"198,88",81229.22873144537,1.0
26,11,DONE,3.2,3B,COPA,11384,90845,"90,85",35592.72760078124,1.0
23,9,DONE,3.2,1B,WSC,7815,26808,"26,81",9939.80026875,1.0
14,1,DONE,3.1,8B,COPA,12455,211878,"211,88",85567.27688964835,1.0
9,26,DONE,3.0,8B,RTE,11756,198872,"198,87",81425.93373808589,0.9666666666666668
19,19,DONE,3.2,1B,CB,15051,51817,"51,82",19737.646259570312,0.8857142857142858
27,7,DONE,3.2,3B,RTE,11274,88835,"88,84",34667.213477734345,1.0
7,4,DONE,3.0,8B,CB,13110,222908,"222,91",90951.95629023443,0.9577777777777777
11,4,DONE,3.0,8B,WSC,7419,125866,"125,87",51161.53103886718,0.96
8,20,DONE,3.0,8B,COPA,11806,199890,"199,89",82049.50092363275,0.9314285714285715
10,24,DONE,3.0,8B,WiC,14810,250892,"250,89",102353.95843828114,0.9555555555555555
18,10,DONE,3.2,1B,BoolQ,12792,43814,"43,81",16891.461083398426,0.9099999999999999
12,0,DONE,3.1,8B,BoolQ,8089,137855,"137,86",56467.67088105473,0.9
8,9,DONE,3.0,8B,COPA,11806,199684,"199,68",81987.5467941406,0.8636363636363636
4,6,DONE,2.0,7B,WiC,13138,201689,"201,69",83742.78456464838,0.9714285714285715
6,25,DONE,3.0,8B,BoolQ,7085,121845,"121,85",50112.74272578119,0.9199999999999999
25,9,DONE,3.2,3B,CB,14123,111836,"111,84",44279.8795044922,1.0
28,6,DONE,3.2,3B,WiC,12220,96826,"96,83",38087.11673320312,0.975
1,2,DONE,2.0,7B,CB,13678,210670,"210,67",87187.06696445313,0.9303030303030304
14,25,DONE,3.1,8B,COPA,12455,211677,"211,68",86709.7890021484,1.0
18,15,DONE,3.2,1B,BoolQ,12792,43820,"43,82",16723.37837656249,0.875
11,23,DONE,3.0,8B,WSC,7419,126847,"126,85",51000.702195703074,0.8766666666666667
15,3,DONE,3.1,8B,RTE,9180,156666,"156,67",64195.297217968735,1.0
4,26,DONE,2.0,7B,WiC,13138,201690,"201,69",83843.33408339856,1.0
28,26,DONE,3.2,3B,WiC,12220,96845,"96,85",38300.92702031251,1.0
5,6,DONE,2.0,7B,WSC,11578,178877,"178,88",74237.14997851566,0.96
11,7,DONE,3.0,8B,WSC,7419,125863,"125,86",51265.701718945274,0.7266666666666667
8,29,DONE,3.0,8B,COPA,11806,199869,"199,87",81529.07165156241,0.9666666666666668
11,26,DONE,3.0,8B,WSC,7419,125842,"125,84",51383.03570878912,0.7166666666666667
21,14,DONE,3.2,1B,RTE,11165,38815,"38,82",14678.89400234375,0.96
5,12,DONE,2.0,7B,WSC,11578,177896,"177,90",73494.64160371089,0.8
22,0,DONE,3.2,1B,WiC,12330,41816,"41,82",15770.684114843749,1.0
1,29,DONE,2.0,7B,CB,13678,210692,"210,69",87020.76169726558,0.9
16,23,DONE,3.1,8B,WiC,14562,245879,"245,88",100956.66763281252,1.0
18,7,DONE,3.2,1B,BoolQ,12792,43814,"43,81",16591.47281503906,0.857948717948718
15,17,DONE,3.1,8B,RTE,9180,156857,"156,86",63868.57897343745,1.0
24,0,DONE,3.2,3B,BoolQ,11957,94828,"94,83",37799.49383144536,1.0
21,27,DONE,3.2,1B,RTE,11165,38813,"38,81",14595.44045449225,0.96
26,16,DONE,3.2,3B,COPA,11384,89836,"89,84",34949.54292792972,0.9833333333333332
27,23,DONE,3.2,3B,RTE,11274,89832,"89,83",35450.81956171874,1.0
11,9,DONE,3.0,8B,WSC,7419,125848,"125,85",51191.13283124999,0.8400000000000001
24,22,DONE,3.2,3B,BoolQ,10942,86832,"86,83",34484.34921035149,0.975
5,28,DONE,2.0,7B,WSC,11578,177854,"177,85",73620.93113691418,0.9428571428571428
28,29,DONE,3.2,3B,WiC,12758,100829,"100,83",40022.22657949212,1.0
7,27,DONE,3.0,8B,CB,13110,222883,"222,88",91915.82282187504,0.96
17,14,DONE,3.1,8B,WSC,7126,121838,"121,84",50027.65111777342,0.65
27,10,DONE,3.2,3B,RTE,11647,92625,"92,63",36329.410593164066,1.0
22,26,DONE,3.2,1B,WiC,12413,42819,"42,82",16160.156534375008,1.0
10,29,DONE,3.0,8B,WiC,14810,250894,"250,89",101718.09914746092,0.9282467532467532
26,14,DONE,3.2,3B,COPA,11903,93827,"93,83",37500.28906992187,1.0
23,7,DONE,3.2,1B,WSC,7910,27809,"27,81",10459.6825314453,0.5904761904761904
20,8,DONE,3.2,1B,COPA,13054,44819,"44,82",17001.997407226576,1.0
12,14,DONE,3.1,8B,BoolQ,8089,137839,"137,84",56260.74544394526,1.0
4,21,DONE,2.0,7B,WiC,13138,201671,"201,67",83564.42375996092,0.9666666666666668
16,27,DONE,3.1,8B,WiC,14562,245704,"245,70",101114.90878476556,0.95
13,2,DONE,3.1,8B,CB,9343,160867,"160,87",66367.87383945312,1.0
25,27,DONE,3.2,3B,CB,13729,108643,"108,64",43199.30782519533,0.9714285714285715
10,28,DONE,3.0,8B,WiC,14810,250705,"250,71",103354.84771035142,0.9777777777777779
28,4,DONE,3.2,3B,WiC,12758,100642,"100,64",40071.7630388672,0.9142857142857143
10,0,DONE,3.0,8B,WiC,14810,250896,"250,90",102897.50253691428,0.9550000000000001
13,18,DONE,3.1,8B,CB,9343,159870,"159,87",65844.34683417976,0.8277777777777778
18,9,DONE,3.2,1B,BoolQ,15104,51818,"51,82",19768.30052324219,0.9333333333333333
1,12,DONE,2.0,7B,CB,13678,211875,"211,88",87664.52476074216,0.9555555555555555
26,28,DONE,3.2,3B,COPA,11903,94831,"94,83",37427.79840410153,0.975
21,11,DONE,3.2,1B,RTE,10444,35818,"35,82",13506.0307625,1.0
16,0,DONE,3.1,8B,WiC,14562,245883,"245,88",101088.64119335932,1.0
13,6,DONE,3.1,8B,CB,9343,160866,"160,87",66078.72357304685,0.9
5,3,DONE,2.0,7B,WSC,11578,177867,"177,87",73942.12519453123,0.9444444444444444
1,15,DONE,2.0,7B,CB,13678,211890,"211,89",88069.87995351569,0.9866666666666667
27,1,DONE,3.2,3B,RTE,11647,92840,"92,84",36718.81022988281,1.0
6,12,DONE,3.0,8B,BoolQ,7085,120851,"120,85",49547.09263183588,0.8800000000000001
2,17,DONE,2.0,7B,COPA,12554,191661,"191,66",79296.9350197265,1.0
1,22,DONE,2.0,7B,CB,13678,211675,"211,68",87635.54387695307,1.0
25,7,DONE,3.2,3B,CB,13729,108653,"108,65",42874.93560664062,1.0
27,5,DONE,3.2,3B,RTE,11647,92840,"92,84",36863.128878710944,1.0
29,16,DONE,3.2,3B,WSC,8579,68826,"68,83",27030.372131250017,0.9428571428571428
29,21,DONE,3.2,3B,WSC,8579,68820,"68,82",26946.33259667969,0.8300000000000001
21,8,DONE,3.2,1B,RTE,10444,36810,"36,81",13708.689549804692,1.0
10,5,DONE,3.0,8B,WiC,14810,249886,"249,89",101732.59915507823,0.9527777777777778
7,12,DONE,3.0,8B,CB,13110,222904,"222,90",91069.43956621096,1.0
26,26,DONE,3.2,3B,COPA,11903,94842,"94,84",37250.50892109376,1.0
4,20,DONE,2.0,7B,WiC,13138,201857,"201,86",83837.65594042969,1.0
27,11,DONE,3.2,3B,RTE,11647,92853,"92,85",36632.27198378908,1.0
21,21,DONE,3.2,1B,RTE,10444,35819,"35,82",13660.189990624938,0.95
18,0,DONE,3.2,1B,BoolQ,15104,52818,"52,82",19725.054011718752,0.9
28,12,DONE,3.2,3B,WiC,12758,100634,"100,63",39401.07626503909,1.0
4,8,DONE,2.0,7B,WiC,13138,201703,"201,70",83631.71535585941,1.0
16,1,DONE,3.1,8B,WiC,14562,245702,"245,70",100932.70809453126,1.0
3,7,DONE,2.0,7B,RTE,12250,188902,"188,90",78673.98558906246,1.0
24,27,DONE,3.2,3B,BoolQ,10942,86830,"86,83",34425.215769335955,1.0
4,14,DONE,2.0,7B,WiC,13138,201665,"201,67",83787.7141195311,0.975
23,23,DONE,3.2,1B,WSC,7910,26808,"26,81",10388.915363671871,0.9099999999999999
24,2,DONE,3.2,3B,BoolQ,10942,86833,"86,83",34347.54406542968,0.9666666666666668
21,12,DONE,3.2,1B,RTE,10444,35811,"35,81",13628.07113574225,1.0
17,3,DONE,3.1,8B,WSC,7126,121842,"121,84",49365.99239199218,0.9380952380952381
13,29,DONE,3.1,8B,CB,9343,159868,"159,87",65564.62563242187,0.96
16,28,DONE,3.1,8B,WiC,14562,246889,"246,89",101505.45417363282,1.0
19,25,DONE,3.2,1B,CB,15678,53821,"53,82",20824.452163867252,1.0
9,18,DONE,3.0,8B,RTE,11756,198697,"198,70",80762.35848886718,0.8833333333333332
3,10,DONE,2.0,7B,RTE,12250,188871,"188,87",78752.31745195312,1.0
24,1,DONE,3.2,3B,BoolQ,10942,86646,"86,65",34664.94912714847,0.925
22,12,DONE,3.2,1B,WiC,12413,42828,"42,83",16233.726721484378,0.9666666666666668
15,19,DONE,3.1,8B,RTE,9180,156874,"156,87",64434.54478906254,1.0
0,4,DONE,2.0,7B,BoolQ,13756,211907,"211,91",88204.95708574222,1.0
14,24,DONE,3.1,8B,COPA,12455,210902,"210,90",86984.62064257811,1.0
25,28,DONE,3.2,3B,CB,13729,108846,"108,85",43419.644359375,0.9272727272727274
19,2,DONE,3.2,1B,CB,15678,53818,"53,82",20533.30007226563,0.975
5,23,DONE,2.0,7B,WSC,11578,178853,"178,85",73652.88107910156,0.975
8,1,DONE,3.0,8B,COPA,11806,198705,"198,71",81556.29316523444,0.9341666666666667
12,10,DONE,3.1,8B,BoolQ,8089,137872,"137,87",56767.60762128909,0.9333333333333332
15,27,DONE,3.1,8B,RTE,9180,157852,"157,85",64927.78219550779,1.0
17,23,DONE,3.1,8B,WSC,7126,121870,"121,87",49991.34471582031,0.862857142857143
13,13,DONE,3.1,8B,CB,9343,159859,"159,86",66048.19388828122,1.0
10,22,DONE,3.0,8B,WiC,14810,250701,"250,70",102891.71510449218,0.9800000000000001
7,18,DONE,3.0,8B,CB,13110,222910,"222,91",91648.6431761718,0.8261038961038961
13,11,DONE,3.1,8B,CB,9343,159849,"159,85",65534.84423105475,0.6928571428571428
26,27,DONE,3.2,3B,COPA,11903,93839,"93,84",37300.091373437506,1.0
1,8,DONE,2.0,7B,CB,13678,211683,"211,68",87912.9475591797,1.0
26,21,DONE,3.2,3B,COPA,11903,93634,"93,63",36795.16747480469,1.0
19,13,DONE,3.2,1B,CB,15678,54819,"54,82",21024.79831679688,1.0
23,29,DONE,3.2,1B,WSC,7910,27808,"27,81",10377.787223242189,0.7999999999999999
12,27,DONE,3.1,8B,BoolQ,8089,137660,"137,66",56494.18739726573,1.0
6,16,DONE,3.0,8B,BoolQ,7085,120854,"120,85",49407.34124843746,1.0
18,6,DONE,3.2,1B,BoolQ,15104,51815,"51,82",19696.4077414063,0.9178571428571429
24,26,DONE,3.2,3B,BoolQ,10942,86634,"86,63",34233.87847597655,0.7636363636363637
5,26,DONE,2.0,7B,WSC,11578,178890,"178,89",73689.66678417972,0.9028571428571428
3,3,DONE,2.0,7B,RTE,12250,188891,"188,89",78677.82202050771,1.0
27,18,DONE,3.2,3B,RTE,11647,92846,"92,85",36940.5042046875,0.975
0,15,DONE,2.0,7B,BoolQ,13756,211870,"211,87",87685.55977519536,1.0
6,0,DONE,3.0,8B,BoolQ,7085,120835,"120,84",49140.91924960937,0.9
12,2,DONE,3.1,8B,BoolQ,8089,138849,"138,85",57010.7470503906,0.975
7,24,DONE,3.0,8B,CB,13110,221687,"221,69",91008.94208027337,0.8825396825396824
28,10,DONE,3.2,3B,WiC,12758,100654,"100,65",39688.75198554687,0.9333333333333333
11,21,DONE,3.0,8B,WSC,7419,126847,"126,85",51582.70347304686,0.9055555555555556
17,0,DONE,3.1,8B,WSC,7126,121835,"121,84",49710.09628164058,0.95
21,18,DONE,3.2,1B,RTE,10444,36811,"36,81",13730.76217089843,0.96
4,4,DONE,2.0,7B,WiC,13138,201867,"201,87",83366.47539140619,1.0
28,28,DONE,3.2,3B,WiC,12758,100838,"100,84",39897.33085859371,1.0
19,23,DONE,3.2,1B,CB,15678,53825,"53,83",20487.597173437487,0.7657142857142857
11,17,DONE,3.0,8B,WSC,7419,125842,"125,84",50801.71151953131,0.7833333333333333
13,19,DONE,3.1,8B,CB,9343,160855,"160,86",65941.44077226563,0.96
24,5,DONE,3.2,3B,BoolQ,10942,86634,"86,63",34234.80807285151,0.95
28,25,DONE,3.2,3B,WiC,12758,100835,"100,84",39972.68141230465,1.0
26,5,DONE,3.2,3B,COPA,11903,93835,"93,84",36798.04991679688,1.0
3,1,DONE,2.0,7B,RTE,12250,188879,"188,88",78261.70634804691,0.9333333333333332
27,26,DONE,3.2,3B,RTE,11647,92830,"92,83",36594.697333593795,1.0
22,2,DONE,3.2,1B,WiC,12413,42815,"42,82",15949.762476171876,1.0
13,3,DONE,3.1,8B,CB,9343,159861,"159,86",64903.630195312544,0.6816666666666668
6,3,DONE,3.0,8B,BoolQ,7085,120870,"120,87",49535.897069726554,1.0
28,19,DONE,3.2,3B,WiC,12758,100632,"100,63",39328.39024082029,0.975
29,17,DONE,3.2,3B,WSC,8579,68830,"68,83",27270.95311113282,1.0
10,17,DONE,3.0,8B,WiC,14810,250893,"250,89",101961.43945976564,0.9555555555555555
5,11,DONE,2.0,7B,WSC,11578,178854,"178,85",74349.23765097657,0.96
1,18,DONE,2.0,7B,CB,13678,211672,"211,67",87730.77681835939,1.0
1,25,DONE,2.0,7B,CB,13678,211673,"211,67",87707.3499419922,0.95
0,12,DONE,2.0,7B,BoolQ,13756,211658,"211,66",88099.41644238285,0.9199999999999999
8,23,DONE,3.0,8B,COPA,11806,198677,"198,68",80790.58800410164,0.9247619047619047
6,11,DONE,3.0,8B,BoolQ,7085,121854,"121,85",50035.96647050778,1.0
17,8,DONE,3.1,8B,WSC,7126,121649,"121,65",49367.96322832032,0.65
24,3,DONE,3.2,3B,BoolQ,10942,86849,"86,85",34004.23179453125,0.975
5,24,DONE,2.0,7B,WSC,11578,178856,"178,86",74280.02803691414,0.9314285714285713
4,23,DONE,2.0,7B,WiC,13138,201860,"201,86",83644.34116660149,1.0
4,25,DONE,2.0,7B,WiC,13138,202873,"202,87",83696.44764277343,1.0
17,1,DONE,3.1,8B,WSC,7126,121839,"121,84",49514.848765625,0.95
2,11,DONE,2.0,7B,COPA,12554,192662,"192,66",79139.38610703117,0.9846153846153847
9,19,DONE,3.0,8B,RTE,11756,198671,"198,67",81319.28190156237,1.0
17,21,DONE,3.1,8B,WSC,7126,122852,"122,85",49834.52728222663,0.9199999999999999
29,11,DONE,3.2,3B,WSC,8579,67818,"67,82",26634.556508203128,0.7666666666666666
8,22,DONE,3.0,8B,COPA,11806,199867,"199,87",80714.4293023438,0.9214285714285715
27,3,DONE,3.2,3B,RTE,11647,92830,"92,83",36282.25133671872,0.95
16,25,DONE,3.1,8B,WiC,14562,246710,"246,71",101525.6084998047,1.0
3,0,DONE,2.0,7B,RTE,12250,188673,"188,67",77887.71244746089,1.0
20,7,DONE,3.2,1B,COPA,13054,44825,"44,83",17107.051589062434,1.0
16,15,DONE,3.1,8B,WiC,14562,245875,"245,88",100139.80463886716,1.0
19,14,DONE,3.2,1B,CB,15678,53832,"53,83",20444.218745117185,0.7825396825396826
1,16,DONE,2.0,7B,CB,13678,211687,"211,69",87338.33269062491,0.9777777777777779
13,28,DONE,3.1,8B,CB,9343,159883,"159,88",65289.55199140628,0.9333333333333333
16,4,DONE,3.1,8B,WiC,14562,245714,"245,71",101028.72906699218,0.9666666666666668
6,7,DONE,3.0,8B,BoolQ,7085,121838,"121,84",50117.01450312517,1.0
26,0,DONE,3.2,3B,COPA,11903,93647,"93,65",36764.278422851625,0.9464285714285715
16,26,DONE,3.1,8B,WiC,14562,245721,"245,72",100287.41414531252,1.0
4,11,DONE,2.0,7B,WiC,13138,201688,"201,69",83243.19416992186,1.0
5,15,DONE,2.0,7B,WSC,11578,177673,"177,67",73289.14624101575,1.0
12,24,DONE,3.1,8B,BoolQ,8089,138650,"138,65",56786.56008671876,0.96
3,17,DONE,2.0,7B,RTE,12250,188667,"188,67",78225.45997890623,0.95
10,13,DONE,3.0,8B,WiC,14810,250881,"250,88",103188.99790625006,0.9714285714285715
2,12,DONE,2.0,7B,COPA,12554,191868,"191,87",79612.66604941401,1.0
24,13,DONE,3.2,3B,BoolQ,10942,86828,"86,83",34596.52717324217,1.0
8,4,DONE,3.0,8B,COPA,11806,199873,"199,87",81263.97383652344,0.975
24,23,DONE,3.2,3B,BoolQ,10942,86842,"86,84",34343.66491933596,0.9
18,2,DONE,3.2,1B,BoolQ,15104,51821,"51,82",19800.70609238282,0.8474999999999999
14,19,DONE,3.1,8B,COPA,12455,210871,"210,87",85943.82032226562,1.0
9,7,DONE,3.0,8B,RTE,11756,198870,"198,87",80634.47026894531,1.0
21,26,DONE,3.2,1B,RTE,10444,35817,"35,82",13737.507632617187,0.9666666666666668
21,28,DONE,3.2,1B,RTE,10444,35813,"35,81",13326.722212304658,0.95
4,22,DONE,2.0,7B,WiC,13138,201671,"201,67",82672.0902048828,1.0
26,12,DONE,3.2,3B,COPA,11903,94840,"94,84",37422.06725664064,1.0
21,20,DONE,3.2,1B,RTE,10444,35812,"35,81",13524.621627929691,0.8666666666666666
28,1,DONE,3.2,3B,WiC,12758,100834,"100,83",39529.52729316408,0.9714285714285715
20,28,DONE,3.2,1B,COPA,13054,44824,"44,82",16798.719230664065,1.0
25,1,DONE,3.2,3B,CB,13729,108833,"108,83",42634.57579589844,0.8802197802197803
20,27,DONE,3.2,1B,COPA,13054,44822,"44,82",16718.965624023436,0.8
22,5,DONE,3.2,1B,WiC,12413,42812,"42,81",15914.316749804688,0.9
6,18,DONE,3.0,8B,BoolQ,7085,120652,"120,65",48737.304626562494,0.9714285714285715
29,22,DONE,3.2,3B,WSC,8579,68822,"68,82",27020.217765820325,0.95
23,15,DONE,3.2,1B,WSC,7910,27812,"27,81",10131.86942539068,0.9714285714285715
10,12,DONE,3.0,8B,WiC,14810,250694,"250,69",101471.8093111328,0.9527777777777778
5,25,DONE,2.0,7B,WSC,11578,177659,"177,66",73762.79112988293,0.8088888888888889
18,14,DONE,3.2,1B,BoolQ,15104,52820,"52,82",20117.539629882835,0.9388888888888889
24,16,DONE,3.2,3B,BoolQ,10942,86826,"86,83",34527.4234789062,0.9857142857142858
13,10,DONE,3.1,8B,CB,9343,159860,"159,86",64517.52292773443,0.835
13,25,DONE,3.1,8B,CB,9343,159874,"159,87",65221.38275234379,1.0
1,9,DONE,2.0,7B,CB,13678,211675,"211,68",87535.04589726559,0.9017316017316018
